condition,seed,generation,cumulative_evals,pop_mean_fitness,pop_std_fitness,best_so_far
dynamic_constant,1,7,800,16.51960618523648,1.2843304411141085,14.06287388383278
dynamic_constant,1,8,900,16.139718917735355,0.9409557395638213,14.06287388383278
dynamic_constant,1,9,1000,15.81115068232701,0.8346099998724433,13.807878402833891
dynamic_constant,1,10,1100,15.869026790631736,1.0624634248711287,13.807878402833891
dynamic_constant,1,11,1200,15.538345992776478,0.966807398832386,13.01657508881031
dynamic_constant,1,12,1300,15.684371587424556,1.0117304442787458,13.01657508881031
dynamic_constant,1,13,1400,15.829106639222118,1.20666411812827,13.01657508881031
dynamic_constant,1,14,1500,15.492866617953934,1.016899387509234,13.01657508881031
dynamic_constant,1,15,1600,15.37007115064414,0.9659338516077388,13.01657508881031
dynamic_constant,1,16,1700,15.266558026969346,1.072814477874701,13.01657508881031
dynamic_constant,1,17,1800,15.153269136093302,0.9261303637811233,13.01657508881031
dynamic_constant,1,18,1900,15.456464805395072,1.2898481710928045,12.960232526704262
dynamic_constant,1,19,2000,15.322865117671283,1.2294261702281475,12.960232526704262
dynamic_constant,1,20,2100,15.38804646427052,1.306131604544466,12.960232526704262
dynamic_constant,1,21,2200,15.315429111430365,1.0186513572115765,12.960232526704262
dynamic_constant,1,22,2300,15.41580269292817,1.269902272476809,12.960232526704262
dynamic_constant,1,23,2400,15.462537657594558,1.1040661314988154,12.960232526704262
dynamic_constant,1,24,2500,15.40314034604439,0.9655014285193968,12.960232526704262
dynamic_constant,1,25,2600,15.37313374176099,1.0332473490469414,12.960232526704262
dynamic_constant,1,26,2700,15.616902310401265,1.1951279777137078,12.960232526704262
dynamic_constant,1,27,2800,15.389846412730027,0.8692766370267958,12.960232526704262
dynamic_constant,1,28,2900,15.38539472479275,1.0252366981731103,12.960232526704262
dynamic_constant,1,29,3000,15.527952465885239,1.0525737658078107,12.960232526704262
dynamic_constant,1,30,3100,15.47227935657206,1.1909178416079242,12.960232526704262
dynamic_constant,1,31,3200,15.653795227669818,1.1921172668459024,12.960232526704262
dynamic_constant,1,32,3300,15.728418502862244,1.1077129071245453,12.960232526704262
dynamic_constant,1,33,3400,15.520918748793912,0.9484712797773672,12.960232526704262
dynamic_constant,1,34,3500,15.463377411158296,0.9056822608417173,12.960232526704262
dynamic_constant,1,35,3600,15.40017997872352,1.0724248684627509,12.960232526704262
dynamic_constant,1,36,3700,15.472577498385064,1.1492248232391205,12.960232526704262
dynamic_constant,1,37,3800,15.362113335951507,1.0436374773746713,12.960232526704262
dynamic_constant,1,38,3900,15.377786304259866,1.0960764630948636,12.960232526704262
dynamic_constant,1,39,4000,15.087680133141841,0.8927392524175918,12.960232526704262
dynamic_constant,1,40,4100,15.199716204118534,0.9572453270090382,12.948331477354788
dynamic_constant,1,41,4200,15.02719493776121,0.8736445829553123,12.948331477354788
dynamic_constant,1,42,4300,15.242463138834188,0.9322618044431091,12.948331477354788
dynamic_constant,1,43,4400,15.382596054345662,1.1136228785519393,12.948331477354788
dynamic_constant,1,44,4500,15.55274393882384,1.2033154260876018,12.948331477354788
dynamic_constant,1,45,4600,15.250256720195399,1.1079940155758516,12.948331477354788
dynamic_constant,1,46,4700,15.359756824444792,1.2034206280411466,12.948331477354788
dynamic_constant,1,47,4800,15.308599681115108,1.0591862284298592,12.948331477354788
dynamic_constant,1,48,4900,15.176584415280981,1.0992774679395603,12.948331477354788
dynamic_constant,1,49,5000,15.23917721951775,1.1683430317894525,12.948331477354788
dynamic_constant,1,50,5100,15.315330137985997,1.0897517222720738,12.948331477354788
dynamic_constant,2,0,100,20.629203275222288,0.8444515027963536,18.83390796058137
dynamic_constant,2,1,200,20.24642465688105,2.496884141488348,15.856349099818896
dynamic_constant,2,2,300,18.988937881140355,2.4350152481984852,15.341640786499873
dynamic_constant,2,3,400,17.435199324405133,1.3643154064770058,14.908304597359457
dynamic_constant,2,4,500,16.61011685144483,0.8274164595723908,14.777032961426901
dynamic_constant,2,5,600,16.396449034938026,0.7936862362110779,14.608607914449797
dynamic_constant,2,6,700,16.26794998590429,0.9926229762616667,14.608607914449797
dynamic_constant,2,7,800,16.478469132407593,1.1398186044994918,14.410844001658269
dynamic_constant,2,8,900,16.325367871102763,0.9411593091527323,14.410844001658269
dynamic_constant,2,9,1000,16.740266162985666,1.4890942896747543,14.410844001658269
dynamic_constant,2,10,1100,16.152282283047317,0.8222375822914602,14.410844001658269
dynamic_constant,2,11,1200,16.24520566768409,1.0606133601169525,14.377902338672774
