condition,seed,generation,cumulative_evals,mean_module_count,std_module_count
mutation_crossover,1,21,2200,11.64,2.632565288839006
mutation_crossover,1,22,2300,11.68,2.8138230221533127
mutation_crossover,1,23,2400,11.43,2.50701017149911
mutation_crossover,1,24,2500,11.31,3.1327144778929346
mutation_crossover,1,25,2600,11.71,2.661935386142947
mutation_crossover,1,26,2700,11.53,3.0114946455207257
mutation_crossover,1,27,2800,11.52,2.9102577205464124
mutation_crossover,1,28,2900,11.26,2.869215920769993
mutation_crossover,1,29,3000,11.37,2.813023284653008
mutation_crossover,1,30,3100,11.34,2.228093355315257
mutation_crossover,1,31,3200,11.58,2.482659863936258
mutation_crossover,1,32,3300,11.56,2.6393938698117787
mutation_crossover,1,33,3400,12.06,3.0588233031674124
mutation_crossover,1,34,3500,11.68,2.7345200675804153
mutation_crossover,1,35,3600,11.46,2.695997032639317
mutation_crossover,1,36,3700,11.39,2.9762224379236177
mutation_crossover,1,37,3800,11.48,2.651339284210906
mutation_crossover,1,38,3900,11.33,2.757009249168381
mutation_crossover,1,39,4000,10.52,2.67761087538873
mutation_crossover,1,40,4100,10.59,2.542026750449334
mutation_crossover,1,41,4200,10.31,2.456399804592078
mutation_crossover,1,42,4300,10.87,2.6595300336713628
mutation_crossover,1,43,4400,12.01,2.5159292517874983
mutation_crossover,1,44,4500,11.97,2.4431741648928758
mutation_crossover,1,45,4600,11.76,2.449979591751735
mutation_crossover,1,46,4700,10.99,2.515929251787498
mutation_crossover,1,47,4800,11.13,2.704274394361637
mutation_crossover,1,48,4900,11.44,2.2729716232280595
mutation_crossover,1,49,5000,11.77,2.403559859874515
mutation_crossover,1,50,5100,11.22,2.851596044323249
mutation_crossover,2,0,100,21.0,0.0
mutation_crossover,2,1,200,19.55,5.11737237261468
mutation_crossover,2,2,300,14.78,5.5903130502682945
mutation_crossover,2,3,400,11.39,4.588888754371803
mutation_crossover,2,4,500,10.2,3.730951621235526
mutation_crossover,2,5,600,10.46,2.9305972087613816
mutation_crossover,2,6,700,10.06,2.952354992205375
mutation_crossover,2,7,800,9.72,2.9396598442677004
mutation_crossover,2,8,900,9.72,2.818084455796171
mutation_crossover,2,9,1000,9.91,2.877829042872422
mutation_crossover,2,10,1100,9.41,2.7243164280237346
mutation_crossover,2,11,1200,9.16,2.3052982453470094
mutation_crossover,2,12,1300,8.87,2.1571045408139127
mutation_crossover,2,13,1400,9.31,2.9212839642869364
mutation_crossover,2,14,1500,9.68,2.9287540012776767
mutation_crossover,2,15,1600,9.55,2.8155816450602176
mutation_crossover,2,16,1700,9.35,2.67348087705897
mutation_crossover,2,17,1800,9.57,2.50701017149911
mutation_crossover,2,18,1900,10.04,2.952693685433692
mutation_crossover,2,19,2000,9.55,3.0178634826645157
mutation_crossover,2,20,2100,9.35,2.977834783865619
mutation_crossover,2,21,2200,9.54,3.22
mutation_crossover,2,22,2300,9.51,2.605743655849516
mutation_crossover,2,23,2400,9.21,2.5934340168972874
mutation_crossover,2,24,2500,9.41,2.839348516825647
mutation_crossover,2,25,2600,9.17,3.0432055467877945
mutation_crossover,2,26,2700,9.2,2.986636904613616
mutation_crossover,2,27,2800,9.94,3.0489998360118027
mutation_crossover,2,28,2900,9.64,2.692656680678025
mutation_crossover,2,29,3000,9.65,2.5898841672939734
mutation_crossover,2,30,3100,9.82,2.507508723813339
mutation_crossover,2,31,3200,10.04,2.5096613317338257
mutation_crossover,2,32,3300,9.69,2.7447950743179352
mutation_crossover,2,33,3400,9.61,2.3744262464856645
mutation_crossover,2,34,3500,9.7,2.1563858652847827
mutation_crossover,2,35,3600,10.26,2.3135254483147576
mutation_crossover,2,36,3700,10.08,2.3481056194302674
mutation_crossover,2,37,3800,9.89,2.416174662560635
mutation_crossover,2,38,3900,10.07,2.912919497686127
mutation_crossover,2,39,4000,10.11,2.979580507386904
mutation_crossover,2,40,4100,10.52,2.8442222135409883
mutation_crossover,2,41,4200,10.85,3.118894034750139
mutation_crossover,2,42,4300,9.99,2.567080053290119
mutation_crossover,2,43,4400,9.67,2.107391752854699
mutation_crossover,2,44,4500,10.1,2.3430749027719964
mutation_crossover,2,45,4600,10.11,2.5608397060339407
mutation_crossover,2,46,4700,9.94,2.5370061095708856
mutation_crossover,2,47,4800,9.84,2.532666578924277
mutation_crossover,2,48,4900,9.67,2.5022190151943136
mutation_crossover,2,49,5000,9.6,2.4576411454889016
mutation_crossover,2,50,5100,9.82,2.2062638101550776
mutation_crossover,3,0,100,21.0,0.0
mutation_crossover,3,1,200,20.06,5.213098886458994
mutation_crossover,3,2,300,16.44,6.025479234052674
mutation_crossover,3,3,400,11.38,4.449224651554471
mutation_crossover,3,4,500,9.95,3.6915443922564446
mutation_crossover,3,5,600,9.48,2.9512031444819247
mutation_crossover,3,6,700,9.61,2.8527004749885676
mutation_crossover,3,7,800,9.46,2.7835947980983153
mutation_crossover,3,8,900,9.93,2.764977395929305
mutation_crossover,3,9,1000,9.98,2.8669844785069905
mutation_crossover,3,10,1100,10.41,2.3710546176754344
mutation_crossover,3,11,1200,10.85,2.639602242763102
mutation_crossover,3,12,1300,11.32,3.765315391836386
mutation_crossover,3,13,1400,11.12,3.053784537258646
mutation_crossover,3,14,1500,11.11,3.0915853538273854
mutation_crossover,3,15,1600,10.73,2.5801356553483776
mutation_crossover,3,16,1700,10.65,2.699536997338618
mutation_crossover,3,17,1800,10.6,2.2891046284519194
mutation_crossover,3,18,1900,11.04,2.824606167238187
mutation_crossover,3,19,2000,11.21,2.2329128957485107
mutation_crossover,3,20,2100,10.84,2.6484712571594957
mutation_crossover,3,21,2200,10.62,2.3142169301947475
mutation_crossover,3,22,2300,10.44,2.0264254242384543
mutation_crossover,3,23,2400,10.09,1.82808643121708
mutation_crossover,3,24,2500,10.13,1.900815614413981
mutation_crossover,3,25,2600,10.02,1.8813824704190265
mutation_crossover,3,26,2700,10.22,2.1051365751418603
mutation_crossover,3,27,2800,10.3,1.9519221295943137
mutation_crossover,3,28,2900,10.65,2.0706279240848655
mutation_crossover,3,29,3000,10.67,2.0545315767833796
mutation_crossover,3,30,3100,10.54,2.1928064210048275
mutation_crossover,3,31,3200,10.21,2.4547708650707096
mutation_crossover,3,32,3300,10.47,2.3977280913398
mutation_crossover,3,33,3400,10.82,2.570525238156591
mutation_crossover,3,34,3500,11.34,2.775680096841133
mutation_crossover,3,35,3600,10.87,2.516565119364091
mutation_crossover,3,36,3700,10.54,2.45120378589786
mutation_crossover,3,37,3800,10.61,2.880607574800844
mutation_crossover,3,38,3900,10.77,2.777966882451985
mutation_crossover,3,39,4000,10.49,2.393720952826373
mutation_crossover,3,40,4100,9.97,2.1654329821077356
mutation_crossover,3,41,4200,9.66,2.38
mutation_crossover,3,42,4300,9.83,2.735159958759268
mutation_crossover,3,43,4400,10.06,2.6826106687329787
mutation_crossover,3,44,4500,10.27,2.9456917693472273
mutation_crossover,3,45,4600,9.99,2.2382805900958886
mutation_crossover,3,46,4700,10.17,2.416836775622218
mutation_crossover,3,47,4800,10.6,2.8809720581775866
mutation_crossover,3,48,4900,10.55,2.80490641555115
mutation_crossover,3,49,5000,10.56,2.4385241438214216
mutation_crossover,3,50,5100,10.32,2.6641321288554747
mutation_crossover,4,0,100,21.0,0.0
mutation_crossover,4,1,200,19.71,5.020547778878317
mutation_crossover,4,2,300,15.47,6.199120905418768
mutation_crossover,4,3,400,11.3,4.6808118953873805
mutation_crossover,4,4,500,9.88,4.042969205917849
mutation_crossover,4,5,600,8.84,2.995730294936445
mutation_crossover,4,6,700,8.82,2.586039442854652
mutation_crossover,4,7,800,8.72,2.6232803891311356
mutation_crossover,4,8,900,8.9,2.1656407827707715
mutation_crossover,4,9,1000,8.87,2.0768004237287703
mutation_crossover,4,10,1100,8.85,2.321098877687032
mutation_crossover,4,11,1200,9.25,2.16043977004683
mutation_crossover,4,12,1300,9.76,2.4377038376308144
mutation_crossover,4,13,1400,9.78,2.2071701339044982
mutation_crossover,4,14,1500,10.1,2.8513154858766505
mutation_crossover,4,15,1600,9.73,2.763530350837493
mutation_crossover,4,16,1700,10.02,2.870470344734466
mutation_crossover,4,17,1800,9.72,2.6648827366321397
mutation_crossover,4,18,1900,9.51,2.3769518295497702
mutation_crossover,4,19,2000,9.6,2.5258661880630178
mutation_crossover,4,20,2100,9.42,2.6236615635405416
mutation_crossover,4,21,2200,8.73,2.572372445817285
mutation_crossover,4,22,2300,8.63,2.7190255607478204
mutation_crossover,4,23,2400,9.17,2.764253968071675
mutation_crossover,4,24,2500,9.26,3.0516225192510293
mutation_crossover,4,25,2600,9.27,2.7123974634997725
mutation_crossover,4,26,2700,9.7,2.7073972741361767
mutation_crossover,4,27,2800,9.51,2.9647765514453193
mutation_crossover,4,28,2900,9.32,3.1076679359288053
mutation_crossover,4,29,3000,8.97,2.696126851615109
mutation_crossover,4,30,3100,9.25,2.8403344873447565
mutation_crossover,4,31,3200,9.39,2.9458275577501136
mutation_crossover,4,32,3300,9.69,2.859003322838223
mutation_crossover,4,33,3400,9.15,2.8613807855648994
mutation_crossover,4,34,3500,9.94,2.8699128906641054
mutation_crossover,4,35,3600,10.08,3.2731636072766053
mutation_crossover,4,36,3700,10.07,3.7369907679843153
mutation_crossover,4,37,3800,9.77,3.754610499106399
mutation_crossover,4,38,3900,9.3,2.8653097563788807
mutation_crossover,4,39,4000,10.05,3.102821296820041
mutation_crossover,4,40,4100,9.97,3.093396191890072
mutation_crossover,4,41,4200,9.73,3.3700296734598645
mutation_crossover,4,42,4300,9.97,2.762082547644078
mutation_crossover,4,43,4400,9.56,3.6560087527247527
mutation_crossover,4,44,4500,8.81,2.8903114019081064
mutation_crossover,4,45,4600,8.96,3.3133668677042087
mutation_crossover,4,46,4700,8.42,2.782732470073255
mutation_crossover,4,47,4800,8.97,2.8756042843200804
mutation_crossover,4,48,4900,8.85,2.6358110706194404
mutation_crossover,4,49,5000,9.16,2.4195867415738577
mutation_crossover,4,50,5100,9.3,2.677685567799177
